Longitude,Latitude,datetime,UHI Index,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,LST,is_building,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
-73.90951833,40.810445,2021-07-24 15:54:00,1.019590535,1136.0,509.0,672.0,608.0,1212.0,2171.0,2502.0,2800.0,2600.0,2035.0,1417.0,37.99061474000001,0,26.71321976270839,48.64647248007022,2.9507108031997635,154.3365185004391,450.09186565726515
-73.90944,40.81042333,2021-07-24 15:54:00,1.019590535,1136.0,662.0,773.0,761.0,1166.0,2260.0,2510.0,2880.0,2780.0,2024.0,1465.0,37.77869750000002,0,26.714022853632088,48.62094287613868,2.9567311217870533,154.94824082023248,451.9837308781403
-73.909385,40.8104,2021-07-24 15:54:00,1.019590535,1136.0,538.0,753.0,634.0,1166.0,2260.0,2510.0,2800.0,2780.0,2024.0,1465.0,37.77869750000002,0,26.70967301950924,48.66499654286133,2.947470415583946,154.46998756524957,447.48185973394925
-73.909345,40.81038,2021-07-24 15:54:00,1.019590535,1136.0,906.0,949.0,1020.0,1166.0,2260.0,2510.0,2482.0,2780.0,2024.0,1465.0,37.77869750000002,0,26.93754034104663,47.043850852616586,3.2624596589533703,158.86410791740997,641.448190377357
-73.90925333,40.81033333,2021-07-24 15:54:00,1.01742682,1136.0,906.0,949.0,1020.0,1166.0,2260.0,2510.0,2482.0,2780.0,2024.0,1465.0,37.77869750000002,0,26.937540341046677,47.04385085261669,3.262459658953322,158.86410791739704,641.4481903773694
-73.90922333,40.81030667,2021-07-24 15:54:00,1.019590535,1136.0,1050.0,1394.0,1382.0,1317.0,2218.0,2592.0,2468.0,2727.0,1912.0,1474.0,37.77869750000002,0,26.89154110122327,46.92885275305819,3.3084588987767263,171.2839026697162,629.2583918241673
-73.90917333,40.81029333,2021-07-24 15:55:00,1.019590535,1136.0,1364.0,1430.0,1494.0,1699.0,1921.0,2025.0,2178.0,2110.0,2084.0,1798.0,38.899808060000055,0,26.90091236508789,46.92474976795367,3.5560449860620253,178.8484145071592,609.4415494877804
-73.90911833,40.81028,2021-07-24 15:55:00,1.019590535,1136.0,1364.0,1430.0,1494.0,1699.0,1921.0,2025.0,2178.0,2110.0,2084.0,1798.0,38.899808060000055,0,26.900912365088086,46.92474976795403,3.556044986063063,178.84841450715464,609.4415494877254
-73.909055,40.81026167,2021-07-24 15:55:00,1.019590535,1136.0,1186.0,1434.0,1514.0,1699.0,1921.0,2025.0,1874.0,2110.0,2084.0,1798.0,38.899808060000055,0,26.97483013248541,47.08201077724955,3.7391057045115357,168.98620068239197,606.7276963978262
-73.90897833,40.81023833,2021-07-24 15:55:00,1.019590535,1260.0,1338.0,1454.0,1562.0,1570.0,1670.0,1722.0,1924.0,1726.0,2047.0,1804.0,38.899808060000055,0,26.917107821885534,46.93421564377106,3.8293953469136155,185.85065543658726,588.6049049360256
-73.908895,40.81021833,2021-07-24 15:55:00,1.019590535,1260.0,1338.0,1454.0,1562.0,1570.0,1670.0,1722.0,1924.0,1726.0,2047.0,1804.0,39.525305720000006,0,26.917107821886074,46.934215643772134,3.8293953469155917,185.85065543654053,588.6049049359501
-73.90871333,40.81017333,2021-07-24 15:55:00,1.02175425,1260.0,1474.0,1524.0,1622.0,1547.0,2162.0,2326.0,2036.0,2360.0,2325.0,2084.0,39.525305720000006,0,26.967686000044516,47.054260590302945,3.8385551581667823,174.54139691770862,596.8237180670316
-73.90862167,40.810155,2021-07-24 15:55:00,1.02175425,1260.0,1364.0,1426.0,1490.0,1547.0,2162.0,2326.0,2578.0,2360.0,2325.0,2084.0,39.836345540000025,0,26.92041474264584,46.95958899125939,3.6664320006693876,178.68557011586552,603.3371358634323
-73.90853667,40.81013833,2021-07-24 15:55:00,1.02175425,1260.0,2928.0,3144.0,3602.0,3252.0,3357.0,3326.0,3742.0,3454.0,3909.0,4218.0,39.836345540000025,0,27.056197146002674,47.354714574731126,3.909675282940345,176.56730867835552,559.8449384055343
-73.90847,40.81012667,2021-07-24 15:55:00,1.023917965,1260.0,3160.0,3030.0,3642.0,3391.0,3319.0,3773.0,3630.0,3560.0,4151.0,4038.0,39.836345540000025,0,27.110547886731908,47.300000000000004,4.299590152093875,169.47260566340495,569.1177743045029
-73.90843167,40.810125,2021-07-24 15:55:00,1.023917965,1260.0,3160.0,3030.0,3642.0,3391.0,3319.0,3773.0,3630.0,3560.0,4151.0,4038.0,39.836345540000025,0,27.110547886731904,47.3,4.299590152093876,169.47260566340495,569.1177743045027
-73.90818333,40.81009667,2021-07-24 15:55:00,1.015263105,1338.0,932.0,1018.0,1090.0,1491.0,1952.0,1735.0,1204.0,2200.0,2429.0,2319.0,39.836345540000025,0,27.090187642941114,47.23978989575043,4.004053602623625,171.59446976418656,578.984470435694
-73.9081,40.81007833,2021-07-24 15:55:00,1.015263105,1338.0,932.0,1018.0,1090.0,1491.0,1952.0,1735.0,1204.0,2200.0,2429.0,2319.0,39.81583741999998,0,27.090187642941277,47.23978989575073,4.004053602624149,171.59446976417297,578.9844704356736
-73.90800833,40.81006,2021-07-24 15:55:00,1.01309939,1338.0,1886.0,2100.0,2192.0,1940.0,1965.0,2276.0,2708.0,2159.0,2882.0,2566.0,39.81583741999998,0,26.96547160823381,47.353043002092974,3.6488405794958236,186.31167974543555,548.1924416819522
-73.90791833,40.81004,2021-07-24 15:55:00,1.01309939,1338.0,1628.0,2050.0,2018.0,1940.0,1965.0,2276.0,2642.0,2159.0,2882.0,2566.0,39.81583741999998,0,26.96933485975668,47.3232670702802,3.635691967676712,182.23769640667473,559.2405623188245
-73.90782333,40.810025,2021-07-24 15:55:00,1.01309939,1338.0,1344.0,1414.0,1660.0,2023.0,2270.0,2162.0,1932.0,2291.0,2929.0,2742.0,39.91496000000001,0,27.044201597154892,47.188403194309764,4.295405856234571,174.83586157991016,570.8117763983165
-73.907525,40.80997833,2021-07-24 15:55:00,1.010935675,1357.0,1222.0,1310.0,1706.0,1929.0,2081.0,2014.0,1696.0,2023.0,2598.0,2326.0,40.09269704000002,0,27.055095064445112,47.19285925868923,4.138932040687652,174.20949370177513,575.5258042500368
-73.90740667,40.809905,2021-07-24 15:55:00,1.03269303,1296.0,1184.0,1314.0,1486.0,1819.0,1677.0,1979.0,1744.0,1936.0,2375.0,2094.0,40.09269704000002,0,27.10943579641599,47.291505378272376,4.04889197281236,166.72498500908554,581.4695331645335
-73.90739667,40.80987,2021-07-24 15:55:00,1.030529316,1296.0,1200.0,1420.0,1534.0,1819.0,1677.0,1979.0,1730.0,1936.0,2375.0,2094.0,40.21574576,0,27.10812956933912,47.29142267634951,4.071063825741385,166.7630047283854,580.8384554019241
-73.90739833,40.80982833,2021-07-24 15:55:00,1.030529316,1296.0,1200.0,1420.0,1534.0,1819.0,1677.0,1979.0,1730.0,1936.0,2375.0,2094.0,40.21574576,0,27.108129569339088,47.29142267634949,4.0710638257414455,166.76300472838233,580.8384554019292
-73.90741167,40.80977667,2021-07-24 15:55:00,1.026201886,1296.0,1152.0,1396.0,1444.0,1547.0,1527.0,1430.0,1592.0,1473.0,1950.0,1726.0,40.21574576,0,26.924242343996394,46.94848468799279,3.8555552613201085,185.23233018697925,587.6060718405049
-73.907465,40.80964333,2021-07-24 15:55:00,1.026201886,1296.0,1180.0,1286.0,1518.0,1547.0,1527.0,1430.0,1454.0,1473.0,1950.0,1726.0,40.21574576,0,26.92724220892834,46.954484417856676,3.8665547660705872,184.97234189287698,587.186090750032
-73.90749167,40.80957167,2021-07-24 15:55:00,1.026201886,1296.0,929.0,1060.0,1174.0,1554.0,1602.0,1581.0,1366.0,1751.0,2152.0,2036.0,40.49944142000004,0,27.02577221127831,47.11579133709096,3.822629806076385,177.08854825608316,586.2630011886721
-73.90751833,40.80950167,2021-07-24 15:55:00,1.028365601,1296.0,1538.0,1604.0,1890.0,1554.0,1602.0,1581.0,1992.0,1751.0,2152.0,2036.0,40.49944142000004,0,26.95236512863529,47.004730257270566,3.958672138329382,182.7950221849419,583.66888199106
-73.90753833,40.80944167,2021-07-24 15:55:00,1.028365601,1296.0,1538.0,1604.0,1890.0,1554.0,1602.0,1581.0,1992.0,1751.0,2152.0,2036.0,40.49944142000004,0,26.952365128635005,47.004730257270005,3.9586721383283425,182.79502218496646,583.6688819910997
-73.90755,40.80939833,2021-07-24 15:55:00,1.028365601,1186.0,1830.0,1864.0,2110.0,1862.0,1801.0,1792.0,2470.0,1852.0,2248.0,2164.0,40.49944142000004,0,26.89861569047259,46.89723138094517,3.7615908650661414,187.4533068257094,591.1938033338382
-73.90761333,40.80920333,2021-07-24 15:55:00,1.04134789,1251.0,1434.0,1632.0,1838.0,1782.0,1828.0,2199.0,1870.0,2210.0,2478.0,2339.0,41.08050481999999,0,27.03808759347685,47.185556284071865,4.1854309363121756,171.92600628867697,579.2664255789601
-73.90763833,40.80913833,2021-07-24 15:55:00,1.04134789,1251.0,1300.0,1650.0,1646.0,1782.0,1828.0,2199.0,2032.0,2210.0,2478.0,2339.0,41.08050481999999,0,27.032360250102595,47.17437300445872,4.161897544009915,172.3228600981479,580.2880934309949
-73.90766,40.80906667,2021-07-24 15:55:00,1.03702046,1251.0,1360.0,1664.0,1830.0,1618.0,2229.0,2123.0,2408.0,2232.0,1900.0,1591.0,41.67865832000001,0,26.81972748289954,46.74931870724885,3.3802725171004653,190.67357961712557,610.2277829683768
-73.90768,40.80899,2021-07-24 15:55:00,1.03702046,1251.0,850.0,980.0,866.0,1618.0,2229.0,2123.0,3040.0,2232.0,1900.0,1591.0,41.67865832000001,0,26.892013175447975,46.930032938619924,3.3079868245520285,171.15644262904772,629.3834914937124
-73.90770167,40.80891167,2021-07-24 15:55:00,1.039184175,1251.0,862.0,1088.0,1003.0,1618.0,2229.0,2123.0,2640.0,2232.0,1900.0,1591.0,41.67865832000001,0,26.890260607406013,46.92565151851503,3.309739392593984,171.62963600037583,628.919060962594
-73.90772667,40.808825,2021-07-24 15:55:00,1.039184175,1145.0,893.0,1114.0,1172.0,1421.0,1602.0,1540.0,1574.0,1764.0,1766.0,1654.0,41.67865832000001,0,26.970401506771893,47.069318278606644,3.758663050910334,170.77627222339012,604.2411537528445
-73.90775667,40.808735,2021-07-24 15:55:00,1.026201886,1145.0,1078.0,1380.0,1516.0,1421.0,1602.0,1540.0,1596.0,1764.0,1766.0,1654.0,42.020460319999984,0,26.845598309548595,46.8002591104738,3.482610548829891,188.72523300103413,605.956854678245
-73.907785,40.80864333,2021-07-24 15:55:00,1.026201886,1145.0,1268.0,1482.0,1632.0,1453.0,1407.0,1485.0,1422.0,1517.0,1664.0,1545.0,42.020460319999984,0,26.825993763408928,46.751987526817864,3.495310465832745,193.74720717122602,601.3608731227497
-73.90781833,40.80855,2021-07-24 15:55:00,1.024038171,1145.0,1180.0,1232.0,1342.0,1453.0,1407.0,1485.0,1302.0,1517.0,1664.0,1545.0,41.73334664000004,0,26.848157169992934,46.806588680642086,3.4806824438495347,188.0591203600045,606.5802121325136
-73.90785667,40.80845667,2021-07-24 15:55:00,1.024038171,1145.0,926.0,939.0,1026.0,1050.0,1180.0,1096.0,1138.0,1167.0,1589.0,1431.0,41.70942050000002,0,26.85972139099309,46.849303477482735,3.3402786090069063,179.8752244318648,620.8261686131698
-73.90789333,40.80836,2021-07-24 15:55:00,1.024038171,1145.0,996.0,1216.0,1346.0,1050.0,1180.0,1096.0,1450.0,1167.0,1589.0,1431.0,41.70942050000002,0,26.860049190876573,46.850122977191425,3.3399508091234296,179.786718463326,620.9130355822912
-73.90792833,40.80826167,2021-07-24 15:55:00,1.024038171,1776.0,1378.0,1466.0,1656.0,1933.0,1721.0,2087.0,1670.0,1998.0,2211.0,1706.0,40.42766300000005,0,27.1,47.30000000000001,4.499999999999999,170.0,563.0
-73.90800833,40.80806667,2021-07-24 15:55:00,1.019710741,1776.0,3344.0,3782.0,4060.0,3406.0,3172.0,3233.0,4688.0,3058.0,3016.0,2047.0,40.42766300000005,0,27.1,47.3,4.5,170.0,563.0
-73.90802667,40.80797667,2021-07-24 15:55:00,1.015383311,1776.0,2622.0,3204.0,3482.0,2931.0,3175.0,2882.0,3908.0,3247.0,3083.0,2210.0,39.022856779999984,0,26.996369868989426,47.40363013101058,3.7745890829259583,183.47191703137503,545.0374439581666
-73.90804667,40.807885,2021-07-24 15:55:00,1.015383311,1776.0,2182.0,2714.0,2932.0,2931.0,3175.0,2882.0,3150.0,3247.0,3083.0,2210.0,39.022856779999984,0,27.003481927604547,47.41331178740479,3.387736902989259,183.89084661215603,553.0996448885804
-73.90808667,40.80778833,2021-07-24 15:55:00,1.006728452,1639.0,1794.0,2186.0,2346.0,2093.0,2674.0,1981.0,2454.0,2663.0,2544.0,2109.0,39.022856779999984,0,26.984518159628536,47.331774842029496,3.7846348933352787,183.80353816112836,551.7258786068849
-73.90813,40.80769167,2021-07-24 15:55:00,1.006728452,1639.0,2956.0,3406.0,3776.0,4985.0,4491.0,5081.0,4248.0,4518.0,4192.0,2518.0,38.506735760000026,0,27.100000000000005,47.3,4.5,170.0,563.0
-73.90817333,40.80759667,2021-07-24 15:55:00,1.004564737,1639.0,2112.0,2502.0,2736.0,2858.0,2727.0,3255.0,3174.0,3172.0,3104.0,2195.0,38.506735760000026,0,26.995426961522142,47.42155333524082,3.326501014818232,184.95291874315808,551.7793273474377
-73.90821333,40.8075,2021-07-24 15:55:00,1.004564737,1639.0,974.0,1420.0,1556.0,2858.0,2727.0,3255.0,2830.0,3172.0,3104.0,2195.0,38.506735760000026,0,27.052798532737917,47.14442931359093,3.6336934320102925,175.212202613937,591.6285960952515
-73.908245,40.80741333,2021-07-24 15:55:00,1.004564737,1639.0,1942.0,2020.0,2290.0,2447.0,2589.0,2211.0,2834.0,2389.0,2568.0,2347.0,38.16493376000005,0,26.967511847408314,47.35348914357469,3.660359608543751,186.08236304000692,548.2863944925489
-73.90827,40.80732833,2021-07-24 15:55:00,1.004564737,1639.0,2624.0,3006.0,3090.0,2447.0,2589.0,2211.0,3572.0,2389.0,2568.0,2347.0,38.16493376000005,0,26.955611141492014,47.44438885850798,3.4892779904440983,188.77055160603814,537.9725978586158
-73.90829833,40.80723833,2021-07-24 15:55:00,1.000237307,929.0,1422.0,1480.0,1688.0,1412.0,2141.0,2825.0,2384.0,2737.0,2120.0,1514.0,38.16493376000005,0,26.860402892692655,46.85100723173164,3.3395971073073456,179.69121897298328,621.0067665635535
-73.90836333,40.80704833,2021-07-24 15:56:00,1.000237307,929.0,533.0,620.0,482.0,845.0,2237.0,2864.0,3386.0,2791.0,1464.0,872.0,38.08290127999999,0,26.56582953396573,49.6189497393338,2.7658295339657264,153.78462693521598,329.27093285976457
-73.90839667,40.806955,2021-07-24 15:56:00,1.000357514,929.0,526.0,700.0,517.0,845.0,2237.0,2864.0,3194.0,2791.0,1464.0,872.0,38.08290127999999,0,26.613219104403022,49.35492213261171,2.8132191044030272,152.49833859477496,365.15160761943474
-73.90842833,40.80687167,2021-07-24 15:56:00,1.000357514,929.0,626.0,777.0,666.0,1056.0,2431.0,2777.0,2950.0,2906.0,1650.0,1079.0,38.20253198,0,26.590683928946515,49.48047525301227,2.7906839289465153,153.11000764288033,348.08926048807547
-73.908455,40.80679667,2021-07-24 15:56:00,1.004684943,929.0,827.0,999.0,922.0,1056.0,2431.0,2777.0,2680.0,2906.0,1650.0,1079.0,38.20253198,0,26.73617671130636,48.66987260843597,2.9361767113063646,149.1609178359701,458.2480814176759
-73.90848,40.80674,2021-07-24 15:56:00,1.004684943,1029.0,680.0,803.0,698.0,1253.0,2353.0,2565.0,3610.0,2795.0,1670.0,1206.0,38.20253198,0,26.515496035687175,49.74693983798004,2.753268628336371,159.73749385303526,300.4560399971846
-73.90849667,40.80669667,2021-07-24 15:56:00,1.004684943,1029.0,680.0,803.0,698.0,1253.0,2353.0,2565.0,3610.0,2795.0,1670.0,1206.0,38.20253198,0,26.515496035687235,49.74693983797976,2.7532686283364227,159.73749385303347,300.45603999722465
